District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Bheempoor,2019/01/01,0,3.2,27.2,22.3,89.9,0,1.3
Adilabad,Bheempoor,2019/01/02,0,5,29.4,28.7,86.8,0,1
Adilabad,Bheempoor,2019/01/03,0,6.8,31.3,31.8,83.3,0,1.3
Adilabad,Bheempoor,2019/01/04,0,7.5,30.8,39.9,93.7,0,0.8
Adilabad,Bheempoor,2019/01/05,0,8.8,31.2,38.4,90.4,0,0.7
Adilabad,Bheempoor,2019/01/06,0,11.3,30.8,44.3,90.7,0,0.8
Adilabad,Bheempoor,2019/01/07,0,11.8,30.1,37.2,93.3,0,2.3
Adilabad,Bheempoor,2019/01/08,0,6.5,28.3,36.9,91.8,0,1.6
Adilabad,Bheempoor,2019/01/09,0,5,26.9,26.5,93.1,0,1.3
Adilabad,Bheempoor,2019/01/10,0,5.4,28.5,35.1,89.5,0,0.5
Adilabad,Bheempoor,2019/01/11,0,7.4,29.6,37.9,89.9,0,0.7
Adilabad,Bheempoor,2019/01/12,0,11.8,31.2,42.3,95.2,0,0.8
Adilabad,Bheempoor,2019/01/13,0,16,31.5,46.9,89.3,0,2.4
Adilabad,Bheempoor,2019/01/14,0,14,31.4,51.6,97.1,0,0.7
Adilabad,Bheempoor,2019/01/15,0,11,30.4,43.5,88.9,0,0.9
Adilabad,Bheempoor,2019/01/16,0,9,28.4,40.9,92.2,0,1
Adilabad,Bheempoor,2019/01/17,0,8,28.7,40.9,91.3,0,0.2
Adilabad,Bheempoor,2019/01/18,0,9.7,31,45.6,85,0,0.4
Adilabad,Bheempoor,2019/01/19,0,9.2,30.5,39.1,87.7,0,7
Adilabad,Bheempoor,2019/01/20,0,7.9,30.7,43.7,85,0,0.7
Adilabad,Bheempoor,2019/01/21,0,7.7,31.8,38.6,82.3,0,0.7
Adilabad,Bheempoor,2019/01/22,0,17.2,33.2,34.4,81.9,0,2.6
Adilabad,Bheempoor,2019/01/23,0,15.7,31.5,35,88.8,0,1.6
Adilabad,Bheempoor,2019/01/24,0,13.9,31.6,43.8,83.2,0,1.2
Adilabad,Bheempoor,2019/01/25,0,17.1,31.7,58.7,86.7,0.2,3.3
Adilabad,Bheempoor,2019/01/26,0,18.8,29.4,68.1,75.9,2,2.5
Adilabad,Bheempoor,2019/01/27,0,17.4,21.1,78.4,88.2,0,8.2
Adilabad,Bheempoor,2019/01/28,0,12.8,23.5,64.3,94.5,0,1
Adilabad,Bheempoor,2019/01/29,0,5.4,26.8,33.5,100,0,2.4
Adilabad,Bheempoor,2019/01/30,0,3.6,25.9,20.8,82.2,0,2.4
Adilabad,Bheempoor,2019/01/31,0,4.9,28,20.8,79.8,0,2.1
Adilabad,Bheempoor,2019/02/01,0,9.8,30.8,21.2,79.9,0,2.4
Adilabad,Bheempoor,2019/02/02,0,12.7,30.8,31.8,90.1,0,2.8
Adilabad,Bheempoor,2019/02/03,0,13.3,31.7,28.6,85.2,0,3.1
Adilabad,Bheempoor,2019/02/04,0,12,33,21.8,75.1,0,3.2
Adilabad,Bheempoor,2019/02/05,0,11.3,32.4,22.3,81.5,0,2.3
Adilabad,Bheempoor,2019/02/06,0,14.4,32.7,23.9,74.2,0,3.4
Adilabad,Bheempoor,2019/02/07,0,22.4,34.1,25.4,68.1,0,5.3
Adilabad,Bheempoor,2019/02/08,0,14.6,33.5,31.1,62.5,0,3.4
Adilabad,Bheempoor,2019/02/09,0,10.3,30.6,26.7,56.7,0,2
Adilabad,Bheempoor,2019/02/10,0,5.5,28.2,20.2,65.7,0,2.8
Adilabad,Bheempoor,2019/02/11,0,9.1,30.4,21,69.6,0,2.8
Adilabad,Bheempoor,2019/02/12,0,15.5,32.4,25,73.9,0,2.1
Adilabad,Bheempoor,2019/02/13,0,15,33.4,34.6,91.9,0,2.5
Adilabad,Bheempoor,2019/02/14,0,13.8,35.3,20.1,69.1,0,2.4
Adilabad,Bheempoor,2019/02/15,0,21.6,36.2,20.8,61.3,0,3.1
Adilabad,Bheempoor,2019/02/16,0,18.1,34.8,31.7,78.2,0,4.5
Adilabad,Bheempoor,2019/02/17,0,14,34.4,35.5,75.4,0,1.9
Adilabad,Bheempoor,2019/02/18,0,12.4,32.2,26.6,68.4,0,1.6
Adilabad,Bheempoor,2019/02/19,0,14,34.5,21,71.9,0,1.3
Adilabad,Bheempoor,2019/02/20,0,19.7,36.4,22.3,79,0,2.3
Adilabad,Bheempoor,2019/02/21,0,22.3,35.9,32,75.8,0,3.7
Adilabad,Bheempoor,2019/02/22,0,21.9,37,21.5,65.8,0,2.4
Adilabad,Bheempoor,2019/02/23,0,20.3,37.7,22.1,62.5,0,2.6
Adilabad,Bheempoor,2019/02/24,0,18.9,37.7,23.5,63.8,0,1.5
Adilabad,Bheempoor,2019/02/25,0,18.6,38,21,46,0,2.5
Adilabad,Bheempoor,2019/02/26,0,14,34.9,14.8,54,0,2.8
Adilabad,Bheempoor,2019/02/27,0,14.5,35.5,15.8,51.9,0,3
Adilabad,Bheempoor,2019/02/28,0,14.4,33.8,18.4,60.8,0,2.8
Adilabad,Bheempoor,2019/03/01,0,14.5,32.9,20.8,52,0,1.7
Adilabad,Bheempoor,2019/03/02,0,17.4,34.1,23,63.5,0,1.8
Adilabad,Bheempoor,2019/03/03,0,24.5,34.6,39,71,0.6,3.7
Adilabad,Bheempoor,2019/03/04,0,17.2,37.8,20.1,66.2,0,3.4
Adilabad,Bheempoor,2019/03/05,0,21,36.6,20.8,56.2,0,2.7
Adilabad,Bheempoor,2019/03/06,0,14.6,34,17.3,53.6,0,2.9
Adilabad,Bheempoor,2019/03/07,0,14.1,33.9,19,61.3,0,2.4
Adilabad,Bheempoor,2019/03/08,0,15.7,34.5,18.1,50.5,0,3.6
Adilabad,Bheempoor,2019/03/09,0,17.5,36.4,33.6,36.5,1,1.9
Adilabad,Bheempoor,2019/03/10,0,18.2,37.5,15.6,51.8,0,3.8
Adilabad,Bheempoor,2019/03/11,0,19,37.6,16,47.9,0,3.1
Adilabad,Bheempoor,2019/03/12,0,20.4,38.4,22.5,46.4,0,2.4
Adilabad,Bheempoor,2019/03/13,0,24.9,38.2,20.9,61.4,0,2.9
Adilabad,Bheempoor,2019/03/14,0,20.5,38.6,23.3,76.5,0,2.7
Adilabad,Bheempoor,2019/03/15,0,21.1,38.4,15,42.8,0,1.9
Adilabad,Bheempoor,2019/03/16,0,20.8,37.9,18.4,52.2,0,1.7
Adilabad,Bheempoor,2019/03/17,0,26.3,38.7,14.8,47.2,0.8,5.1
Adilabad,Bheempoor,2019/03/18,0,23.2,37,26.6,36.9,2.4,3.1
Adilabad,Bheempoor,2019/03/19,0,23.4,36.9,21.8,56.9,0,6.9
Adilabad,Bheempoor,2019/03/20,0,24.9,38.2,19.6,63.2,0,3.4
Adilabad,Bheempoor,2019/03/21,0,24.2,38.6,22.4,71,0.2,5.7
Adilabad,Bheempoor,2019/03/22,0,22.9,37.6,35.6,72.4,0,3.3
Adilabad,Bheempoor,2019/03/23,0,24.3,38.6,20.6,54.1,0,2.1
Adilabad,Bheempoor,2019/03/24,0,20.9,38.9,19.4,48.6,0,2
Adilabad,Bheempoor,2019/03/25,0,21,38.8,18,45.3,0,3.6
Adilabad,Bheempoor,2019/03/26,0,24.9,40.2,15.3,48.6,0,2.9
Adilabad,Bheempoor,2019/03/27,0,24,40.2,14.8,35.9,0,1.6
Adilabad,Bheempoor,2019/03/28,0,21.3,39.8,15.5,44.9,0,2.3
Adilabad,Bheempoor,2019/03/29,0,20.2,40.3,13.5,43,0,2.4
Adilabad,Bheempoor,2019/03/30,0,21.4,41.4,10.7,39.6,0,2.2
Adilabad,Bheempoor,2019/04/01,0,24.3,42.7,12,34.1,0,2.9
Adilabad,Bheempoor,2019/04/02,0,24.3,42.7,13.1,19.4,0.6,2.8
Adilabad,Bheempoor,2019/04/03,0,25,42.6,13.1,48.2,0,2.9
Adilabad,Bheempoor,2019/04/04,0,27.1,41.2,13.5,57.8,0.2,3.8
Adilabad,Bheempoor,2019/04/05,0,26.7,41,18.3,43.1,0,5.7
Adilabad,Bheempoor,2019/04/06,0,28.5,40.2,15.5,32,0.1,3.8
Adilabad,Bheempoor,2019/04/07,0,27.7,41.4,12.9,53.5,0,10.2
Adilabad,Bheempoor,2019/04/08,0,26.6,41.4,13.2,45.4,0,2.2
Adilabad,Bheempoor,2019/04/09,0,27.3,42.3,12.3,43.7,0.1,2.3
Adilabad,Bheempoor,2019/04/10,0,25.7,42.5,10.8,50.1,0,2.5
Adilabad,Bheempoor,2019/04/11,0,26.9,42.7,10.2,36.2,0,2.2
Adilabad,Bheempoor,2019/04/12,0,30,43,12,33.8,0,2.6
Adilabad,Bheempoor,2019/04/13,1.3,25.8,42.9,14.5,44.1,0.1,7.1
Adilabad,Bheempoor,2019/04/14,0,27.4,42.7,13.3,37.6,0,1.8
Adilabad,Bheempoor,2019/04/15,0,30.4,43.4,12.4,32.2,0.2,2.2
Adilabad,Bheempoor,2019/04/16,3.8,23.1,42.4,15.9,84.8,0.2,7.9
Adilabad,Bheempoor,2019/04/17,0,22.4,38.1,24,91.2,0,3.4
Adilabad,Bheempoor,2019/04/18,0,26.2,37.9,27.4,71.4,0,2.3
Adilabad,Bheempoor,2019/04/19,0,23.5,39.5,20.5,48.1,0,2.5
Adilabad,Bheempoor,2019/04/20,0,26.2,40.8,13.6,52.9,0,2.5
Adilabad,Bheempoor,2019/04/21,0,28.7,41,16.2,51.5,0.2,3.8
Adilabad,Bheempoor,2019/04/22,0,27.9,40.9,18.4,52,0,3
Adilabad,Bheempoor,2019/04/23,0.3,22.4,38.7,24.4,55.2,0.2,5.7
Adilabad,Bheempoor,2019/04/24,0,26.4,42.3,13,46,0,4.2
Adilabad,Bheempoor,2019/04/25,0,28.6,43,13.4,32.9,0,4.1
Adilabad,Bheempoor,2019/04/26,0,30.7,44.4,11,33.6,0,3.4
Adilabad,Bheempoor,2019/04/27,0,32,45,12.2,33.4,0.2,3
Adilabad,Bheempoor,2019/04/28,0,35.2,45,13.6,28.6,0.2,2.6
Adilabad,Bheempoor,2019/04/29,0,31.3,45.1,14,38,0.4,4.2
Adilabad,Bheempoor,2019/04/30,0,32.4,44.9,11.5,34.5,0.2,3
Adilabad,Bheempoor,2019/05/01,0,28.8,44.4,9.6,25.8,0.1,2.1
Adilabad,Bheempoor,2019/05/02,0,30.2,43.8,11.9,29.3,0.2,2.5
Adilabad,Bheempoor,2019/05/03,0,27.4,44,10.8,30,0,2.8
Adilabad,Bheempoor,2019/05/04,0,28.6,40,18.5,29.3,0,3.1
Adilabad,Bheempoor,2019/05/05,0,31.5,42.1,11.9,31.9,0,2.4
Adilabad,Bheempoor,2019/05/06,0,25.8,42,12.6,28.3,0,2.8
Adilabad,Bheempoor,2019/05/07,0,31.4,42.8,11.2,26.6,0,2.8
Adilabad,Bheempoor,2019/05/08,0,32.8,44.4,10.1,24,0.1,2.4
Adilabad,Bheempoor,2019/05/09,0,32.3,43.6,11.9,25.1,0.2,2.7
Adilabad,Bheempoor,2019/05/10,0,30.8,43.6,14.2,32.3,0,2.3
Adilabad,Bheempoor,2019/05/11,0,30.9,42.8,14.8,35.3,0,2
Adilabad,Bheempoor,2019/05/12,0,29.3,42.3,17.6,44.4,0,2.2
Adilabad,Bheempoor,2019/05/13,0,29.2,43.9,13.3,26.7,0,2.2
Adilabad,Bheempoor,2019/05/14,0,28.6,43.1,13.6,25.1,0,2.1
Adilabad,Bheempoor,2019/05/15,2.3,30,42.5,14.6,28.9,0,2.2
Adilabad,Bheempoor,2019/05/16,0,30.4,43.3,13.4,30.4,0,2.7
Adilabad,Bheempoor,2019/05/17,0,30.7,43.5,13.4,32.7,0,2.5
Adilabad,Bheempoor,2019/05/18,0,31.1,43.4,12.5,29.3,0,2.5
Adilabad,Bheempoor,2019/05/19,0,27.5,43.3,14.7,27.4,0,1.9
Adilabad,Bheempoor,2019/05/20,0,27.4,43.5,12.7,28.8,0,3.4
Adilabad,Bheempoor,2019/05/21,0,27.5,44.6,13.6,29.9,0,2.5
Adilabad,Bheempoor,2019/05/22,0,32.8,45.4,12.3,38.3,0.2,3.8
Adilabad,Bheempoor,2019/05/23,0,35.2,44.6,13.9,31.2,0.1,2.5
Adilabad,Bheempoor,2019/05/24,0,34.5,45.8,14.2,37.7,0,5.9
Adilabad,Bheempoor,2019/05/25,0,32.7,44.7,15.5,33.4,0,2.4
Adilabad,Bheempoor,2019/05/26,0,31,44.2,14,31.6,0,3
Adilabad,Bheempoor,2019/05/27,0,32,45.6,13.5,28.4,0.2,2.6
Adilabad,Bheempoor,2019/05/28,0,34.1,45.1,12.9,28.9,0.5,3.1
Adilabad,Bheempoor,2019/05/29,0,30.3,45.4,12.6,27.8,0,2.5
Adilabad,Bheempoor,2019/05/30,0,32.3,46.1,9.1,44.7,0,8.1
Adilabad,Bheempoor,2019/05/31,0,33.5,44.3,17.9,56.8,0,6.3
Adilabad,Bheempoor,2019/07/01,3.5,23.9,30.1,74.2,94.6,0.6,2.6
Adilabad,Bheempoor,2019/07/02,0,23.5,30.9,68.2,91.8,0.1,2.6
Adilabad,Bheempoor,2019/07/03,40.5,25,32.4,67.2,95.3,0.2,3.9
Adilabad,Bheempoor,2019/07/04,20,25.2,31.5,66.6,96.3,0,3.1
Adilabad,Bheempoor,2019/07/05,1,26.2,33.8,57.9,92.5,0.2,3.5
Adilabad,Bheempoor,2019/07/06,8.5,25.2,33.6,55.9,91.2,0.7,3.3
Adilabad,Bheempoor,2019/07/07,1.8,25.5,32.9,65.6,92.1,0.2,3.3
Adilabad,Bheempoor,2019/07/08,0,25.7,32.7,64.6,87.6,0.2,3.9
Adilabad,Bheempoor,2019/07/09,6.8,25.2,33.8,59.3,94.5,0.1,4.5
Adilabad,Bheempoor,2019/07/10,16.3,24,32.2,65.4,96.6,0,4
Adilabad,Bheempoor,2019/07/11,0,26.9,35.2,54.5,81.6,0.2,2.6
Adilabad,Bheempoor,2019/07/12,8.8,24.9,32.4,67.8,91.9,0.1,3.3
Adilabad,Bheempoor,2019/07/13,0,27.1,35.1,54.8,80.4,0,2.6
Adilabad,Bheempoor,2019/07/14,3.5,26.2,36.7,45.5,94.6,0,2.8
Adilabad,Bheempoor,2019/07/15,0.8,26.9,36.5,48.2,93,0,3.1
Adilabad,Bheempoor,2019/07/16,0,25.6,36.5,42.1,86.1,0,3.4
Adilabad,Bheempoor,2019/07/17,0,26.4,37,44.7,78,0,10.6
Adilabad,Bheempoor,2019/07/18,0,27.6,37.9,41.9,72.9,0,15.3
Adilabad,Bheempoor,2019/07/19,0,25.6,38.2,39.1,90.1,0,15.5
Adilabad,Bheempoor,2019/07/20,0,27.1,36.8,51.4,86.2,0,5.6
Adilabad,Bheempoor,2019/07/21,11,25,34.4,63.6,98,0,4.7
Adilabad,Bheempoor,2019/07/22,0,27.1,36.4,56.9,92.6,0,2.8
Adilabad,Bheempoor,2019/07/23,0,27.7,36.4,54.3,90.7,0,5.2
Adilabad,Bheempoor,2019/07/24,0,28,37.1,54.3,80.7,0,7.8
Adilabad,Bheempoor,2019/07/25,0,28.2,37.2,51.8,79.2,0,5.4
Adilabad,Bheempoor,2019/07/26,6.2,24.9,34.5,58.2,96.5,0,11.5
Adilabad,Bheempoor,2019/07/27,7.4,24.3,27.3,85.8,97.8,0,1.9
Adilabad,Bheempoor,2019/07/28,20,23.8,28.1,81.7,98.1,0,2.7
Adilabad,Bheempoor,2019/07/29,11.4,24.2,28.4,84.4,97.9,0,6.1
Adilabad,Bheempoor,2019/07/30,92.4,23.1,25,96.6,99.2,0,2.2
Adilabad,Bheempoor,2019/07/31,33.2,23.3,25,93.2,98.6,0,3.7
Adilabad,Bheempoor,2019/08/01,5.4,24.5,29.5,79.3,98.9,0,7.8
Adilabad,Bheempoor,2019/08/02,0.5,24.9,28.5,83.2,96.4,0,2.9
Adilabad,Bheempoor,2019/08/03,9.3,24.5,28.4,81,95.4,0.9,2.7
Adilabad,Bheempoor,2019/08/04,7.8,24.4,26.7,82.8,98.3,0.2,3.5
Adilabad,Bheempoor,2019/08/05,0,26.2,31.3,73.3,83.3,0.8,3.4
Adilabad,Bheempoor,2019/08/06,0,24.9,33,70.8,89.6,0.7,3.4
Adilabad,Bheempoor,2019/08/07,2.3,25.1,30.6,73.6,94,0.2,3.5
Adilabad,Bheempoor,2019/08/08,11,24.7,28,86.5,95,0.7,2.8
Adilabad,Bheempoor,2019/08/09,27.3,24.5,26.3,83.7,96.7,0.5,4.2
Adilabad,Bheempoor,2019/08/10,0,26.5,31.9,68.9,87.4,0.4,3.6
Adilabad,Bheempoor,2019/08/11,0,24.7,33.1,62.1,94.9,0,3.2
Adilabad,Bheempoor,2019/08/12,0,25,34,62.6,94.6,0,2.1
Adilabad,Bheempoor,2019/08/13,14,26,32.9,63,96.5,0,2.5
Adilabad,Bheempoor,2019/08/14,9,24.5,28.8,80.1,97.6,0,1.8
Adilabad,Bheempoor,2019/08/15,0,25.6,32.1,69.2,96.1,0,2.8
Adilabad,Bheempoor,2019/08/16,0,25.9,33.7,60.8,94.5,0,3.1
Adilabad,Bheempoor,2019/08/17,0,24.2,33.7,57.8,96.4,0,2.1
Adilabad,Bheempoor,2019/08/18,0,25.6,34.1,57.9,95.3,0,1.7
Adilabad,Bheempoor,2019/08/19,0,24.9,32.9,59.4,91.8,0,2.3
Adilabad,Bheempoor,2019/08/20,0,25.4,33.2,65.4,91.6,0.2,2.4
Adilabad,Bheempoor,2019/08/21,0.5,25.6,33.2,64.7,94.6,0,2.7
Adilabad,Bheempoor,2019/08/22,0,25.5,32.6,68.9,88.8,0.3,2.5
Adilabad,Bheempoor,2019/08/23,2,24.4,31.3,70.6,96.7,0,2.3
Adilabad,Bheempoor,2019/08/24,0,24.8,29.2,78.9,95.6,0,2.1
Adilabad,Bheempoor,2019/08/25,4,25.2,31.6,70,93.6,0.2,2.5
Adilabad,Bheempoor,2019/08/26,0,24.6,27.9,79.3,94.3,0.3,3.1
Adilabad,Bheempoor,2019/08/27,1.8,22.4,29.3,74.1,96.1,0,2.7
Adilabad,Bheempoor,2019/08/28,6.3,23.9,29.5,73,97.4,0,2.8
Adilabad,Bheempoor,2019/08/29,0,24.1,33.9,53.7,97,0,2
Adilabad,Bheempoor,2019/08/30,0,25.9,33.3,63.8,95,0,1.7
Adilabad,Bheempoor,2019/08/31,0,25.2,33.6,63.1,93.8,0,1.8
Adilabad,Bheempoor,2019/09/01,25,24.3,33,65,96.9,0.1,3.2
Adilabad,Bheempoor,2019/09/02,0,24.7,31.8,72.7,93.4,0.1,3.2
Adilabad,Bheempoor,2019/09/03,0,25.4,29.6,78.3,93.5,0.1,1.9
Adilabad,Bheempoor,2019/09/04,4.8,24.6,29.8,78.7,96.6,0,1.9
Adilabad,Bheempoor,2019/09/05,12.3,24.3,26.5,89.9,97.2,0.1,1.2
Adilabad,Bheempoor,2019/09/06,2.3,25,32.4,71,97,0,2.5
Adilabad,Bheempoor,2019/09/07,4,24.6,27.9,84.8,95.9,0,2.3
Adilabad,Bheempoor,2019/09/08,0,25.5,30.1,79.1,94.2,0.2,2.3
Adilabad,Bheempoor,2019/09/09,6.5,24.6,30.5,74.2,97.5,0,2.6
Adilabad,Bheempoor,2019/10/01,0,23.7,33.4,66.9,97.7,0,2.6
Adilabad,Bheempoor,2019/10/02,0,23.8,34.4,57,97.1,0,1.8
Adilabad,Bheempoor,2019/10/03,0,22.4,32.5,64.1,97.9,0,1.5
Adilabad,Bheempoor,2019/10/04,1.5,22.8,33.3,64,98.4,0,1.2
Adilabad,Bheempoor,2019/10/05,0,22.5,33.8,59.6,98,0,1.3
Adilabad,Bheempoor,2019/10/06,0,21.8,33.9,61.2,98.1,0,1.5
Adilabad,Bheempoor,2019/10/07,0,22.4,34,53.4,97.1,0,1.6
Adilabad,Bheempoor,2019/10/08,1,21.7,32.9,67.3,97.7,0,1.2
Adilabad,Bheempoor,2019/10/09,0,22.4,33.3,61.9,98,0,1.9
Adilabad,Bheempoor,2019/10/10,0,22.4,33.3,62.8,98.3,0,1
Adilabad,Bheempoor,2019/10/11,0,22.9,32.8,61.5,97.5,0,1.1
Adilabad,Bheempoor,2019/10/12,0,23,31.9,66.3,98,0,1
Adilabad,Bheempoor,2019/10/13,0,21.9,33.1,66.5,98.1,0,1.5
Adilabad,Bheempoor,2019/10/14,0,21.8,33.2,60,97.5,0,1
Adilabad,Bheempoor,2019/10/15,0,18.1,33.6,58.9,96.8,0,1.3
Adilabad,Bheempoor,2019/10/16,0,18,33.3,52.4,97.7,0,1.7
Adilabad,Bheempoor,2019/10/17,0,19.2,32.7,46.4,97.2,0,2.2
Adilabad,Bheempoor,2019/10/18,0,22.3,32.8,59.5,97.1,0,1.2
Adilabad,Bheempoor,2019/10/19,0.8,23,30.1,71.3,97.7,0,1.3
Adilabad,Bheempoor,2019/10/20,0.5,22.8,30.5,71.2,97.7,0,0.9
Adilabad,Bheempoor,2019/10/21,5.5,22.9,28.9,76,98.3,0,2.1
Adilabad,Bheempoor,2019/10/22,0,22.4,28.3,83.3,98.6,0,0.8
Adilabad,Bheempoor,2019/10/23,0,21.7,32.6,61.8,98.2,0,1.1
Adilabad,Bheempoor,2019/10/24,0,22.7,31.6,67,96.3,0,1.1
Adilabad,Bheempoor,2019/10/25,4.3,23.1,29.7,70.4,97.9,0,1.2
Adilabad,Bheempoor,2019/10/26,3.5,22.8,28.5,79.4,98.3,0,1.1
Adilabad,Bheempoor,2019/10/27,18.5,22.7,30.1,78.4,98.1,0,1.5
Adilabad,Bheempoor,2019/10/28,0.8,21.9,31.6,69.3,97.4,0,2.1
Adilabad,Bheempoor,2019/10/29,0,22.2,32.3,64.3,98.2,0,1.8
Adilabad,Bheempoor,2019/10/30,0,21.7,32.6,66.7,98.1,0,2.2
Adilabad,Bheempoor,2019/10/31,18,22.6,32.5,68.9,97.9,0,1.7
Adilabad,Bheempoor,2019/11/01,0,23.5,31.9,68.3,97.6,0,1.6
Adilabad,Bheempoor,2019/11/02,1.3,23.3,32.1,67.2,97,0,1.7
Adilabad,Bheempoor,2019/11/03,0,21.1,31.3,72.2,97.9,0,1.8
Adilabad,Bheempoor,2019/11/04,0,21.5,33.3,55.6,97.5,0,0.6
Adilabad,Bheempoor,2019/11/05,0,21.3,33.5,57.5,97.7,0,0.9
Adilabad,Bheempoor,2019/11/06,0,20.3,33.2,55.5,97.9,0,1.2
Adilabad,Bheempoor,2019/11/07,0,20.3,34,50.5,97.6,0,1
Adilabad,Bheempoor,2019/11/08,0,20.4,33,54.6,97.6,0,0.9
Adilabad,Bheempoor,2019/11/09,0,20.5,32.3,58.6,97.8,0,1.2
Adilabad,Bheempoor,2019/11/10,0,17.3,31.6,49.5,96.7,0,1.3
Adilabad,Bheempoor,2019/11/11,0,17.5,32,50.7,97.3,0,0.8
Adilabad,Bheempoor,2019/11/12,0,16.8,31.8,52.5,98,0,1
Adilabad,Bheempoor,2019/11/13,0,14.6,31.4,49.2,97.6,0,1.9
Adilabad,Bheempoor,2019/11/14,0,13.2,30.1,47.3,97.2,0,2
Adilabad,Bheempoor,2019/11/15,0,14.8,30.5,49.6,96.8,0,1.2
Adilabad,Bheempoor,2019/11/16,0,16.3,31.2,47.6,97.3,0,1.2
Adilabad,Bheempoor,2019/11/17,0,16.2,32.1,50.3,97.1,0,1.2
Adilabad,Bheempoor,2019/11/18,0,14.4,31.3,47.4,97.1,0,1.3
Adilabad,Bheempoor,2019/11/19,0,13.9,30.7,42.8,97.2,0,0.9
Adilabad,Bheempoor,2019/11/20,0,13.4,32,42.4,97.3,0,0.9
Adilabad,Bheempoor,2019/11/21,0,13.9,31.1,47.6,97.6,0,1.5
Adilabad,Bheempoor,2019/11/22,0,14.1,31.4,48.5,97.6,0,2
Adilabad,Bheempoor,2019/11/23,0,13,30.9,46.3,97.6,0,1.1
Adilabad,Bheempoor,2019/11/24,0,12.3,30.3,50.7,97.8,0,1.7
Adilabad,Bheempoor,2019/11/25,0,13,32.2,42.1,97.3,0,1.2
Adilabad,Bheempoor,2019/11/26,0,13.3,31.1,44.6,97.6,0,1.9
Adilabad,Bheempoor,2019/11/27,0,13.9,31.2,47.7,97.7,0,1.1
Adilabad,Bheempoor,2019/11/28,0,13.9,31.2,49.8,97.5,0,1.4
Adilabad,Bheempoor,2019/11/29,0,16.1,31.1,45.7,96.6,0,1.7
Adilabad,Bheempoor,2019/11/30,0,15.1,31.9,47.3,97.3,0,0.9
Adilabad,Bheempoor,2019/12/01,0,14.9,30.8,52.2,97.1,0,1
Adilabad,Bheempoor,2019/12/02,0,16.6,30.8,52.6,96.7,0,1.2
Adilabad,Bheempoor,2019/12/03,0,15.9,31.3,46.3,96.8,0,1.6
Adilabad,Bheempoor,2019/12/04,0,14.4,30.8,45,97.3,0,1.9
Adilabad,Bheempoor,2019/12/05,0,14.2,30.2,47.6,96.2,0,1.6
Adilabad,Bheempoor,2019/12/06,0,10.5,29.6,39.9,96.8,0,2.3
Adilabad,Bheempoor,2019/12/07,0,10.5,28.7,39.2,96.6,0,1.1
Adilabad,Bheempoor,2019/12/08,0,12.5,28.5,38.4,96.5,0,1.8
Adilabad,Bheempoor,2019/12/09,0,13.2,29.3,50.5,96.8,0,0.7
Adilabad,Bheempoor,2019/12/10,0,11.5,30.4,47.8,97.4,0,1.9
Adilabad,Bheempoor,2019/12/11,0,12.4,30.5,42.2,96.9,0,1.1
Adilabad,Bheempoor,2019/12/12,0,14.9,30.7,41.8,95.7,0,1.4
Adilabad,Bheempoor,2019/12/13,0,16.1,30.1,48.5,93.7,0.1,3.2
Adilabad,Bheempoor,2019/12/14,0,17,30.9,47.4,94.5,0,2.3
Adilabad,Bheempoor,2019/12/15,0,16.2,30.3,53.1,96.5,0,1.7
Adilabad,Bheempoor,2019/12/16,0,16,31.1,49.2,96.4,0,2.1
Adilabad,Bheempoor,2019/12/17,0,16.9,28,62.8,96.1,0,1.1
Adilabad,Bheempoor,2019/12/18,0,13.9,28.2,61.1,97.3,0,1.4
Adilabad,Bheempoor,2019/12/19,0,13.3,29.6,53.9,97.3,0,1.9
Adilabad,Bheempoor,2019/12/20,0,12.7,29.7,46.7,96.7,0,0.9
Adilabad,Bheempoor,2019/12/21,0,13.5,29.9,45.4,96.4,0,1.3
Adilabad,Bheempoor,2019/12/22,0,15.2,30.3,44.8,94.3,0,2.3
Adilabad,Bheempoor,2019/12/23,0,17.9,30.4,44.9,93.6,0,2
Adilabad,Bheempoor,2019/12/24,0,14.9,28.7,55.9,96.6,0,1.3
Adilabad,Bheempoor,2019/12/25,0,15.9,29.7,52.1,95.1,0,3
Adilabad,Bheempoor,2019/12/26,0.5,20.9,29.5,55.6,95.5,0,2.2
Adilabad,Bheempoor,2019/12/27,0.5,17.3,26.8,67.4,96.3,0,1.2
Adilabad,Bheempoor,2019/12/28,0,7.2,25.5,44.5,92.9,0,1.5
Adilabad,Bheempoor,2019/12/29,0,5,26.4,49,93.7,0,2.1
Adilabad,Bheempoor,2019/12/30,0,10.6,25.9,31.2,90.9,0,2.3
Adilabad,Bheempoor,2019/12/31,0,15.8,26.7,37.2,81.6,0,2.1
Adilabad,Bheempoor,2020/01/01,6.8,16.4,25.8,62.2,96.2,3.2,0
Adilabad,Bheempoor,2020/01/02,0,17.1,27.7,65.4,94.8,2.1,0
Adilabad,Bheempoor,2020/01/03,25.8,16.9,22.2,85.6,96.9,1.1,0
Adilabad,Bheempoor,2020/01/04,0,15.1,23,79.5,98.3,1.4,0
Adilabad,Bheempoor,2020/01/05,0,13.2,25.7,63.5,98.2,0.7,0
