District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Bheempoor,2022/07/07,1.5,24.8,31.1,76,98.9,0,0.9
Adilabad,Bheempoor,2022/07/08,14.3,24.4,32.5,76.4,100,0,2.4
Adilabad,Bheempoor,2022/07/09,10.3,24.4,27.3,93.3,100,0.1,1.4
Adilabad,Bheempoor,2022/07/10,10.3,23.7,26.5,92.4,100,0,1.3
Adilabad,Bheempoor,2022/07/11,9.3,23.6,27.9,87.9,100,0,1.2
Adilabad,Bheempoor,2022/07/12,35.8,23.6,26.2,92.7,100,0,1.3
Adilabad,Bheempoor,2022/07/13,139,22.9,24.7,93.1,99.8,0.1,1.5
Adilabad,Bheempoor,2022/07/14,53.6,22.1,26.2,93,100,0.2,11.9
Adilabad,Bheempoor,2022/07/15,52,22.3,26.4,95.5,100,0.6,3.2
Adilabad,Bheempoor,2022/07/16,0,25,30.4,78.6,96.4,0,1.1
Adilabad,Bheempoor,2022/07/17,0,24.7,33.4,67.6,98.1,0,2.3
Adilabad,Bheempoor,2022/07/18,12.8,23.4,28.3,87.6,95.8,0.2,10.6
Adilabad,Bheempoor,2022/07/19,0,24.4,27.1,89.3,93.5,0.2,2.9
Adilabad,Bheempoor,2022/07/20,0,24.6,31.4,77.9,96.7,0,1.2
Adilabad,Bheempoor,2022/07/21,0,25.3,30.4,78.2,98.2,0,1.7
Adilabad,Bheempoor,2022/07/22,0,24.7,29.8,79,98.3,0,1
Adilabad,Bheempoor,2022/07/23,26.8,23.7,30.1,79.7,100,0,2.3
Adilabad,Bheempoor,2022/07/24,15.5,24.3,26,91.2,100,0,1.7
Adilabad,Bheempoor,2022/07/25,2.3,23.9,27.4,87.5,97.1,0,2.5
Adilabad,Bheempoor,2022/07/26,26,23.9,30.5,75.7,100,0,1.2
Adilabad,Bheempoor,2022/07/27,15.5,23.8,26.3,94.2,100,0,0.7
Adilabad,Bheempoor,2022/07/28,0,24.9,33,70.7,100,0,0.5
Adilabad,Bheempoor,2022/07/29,11.5,24.2,31.6,77.3,100,0,1
Adilabad,Bheempoor,2022/07/30,16.3,23.9,30.7,81.4,100,0,1.9
Adilabad,Bheempoor,2022/07/31,14.8,24.2,31.8,84.2,100,0,0.4
Adilabad,Bheempoor,2022/08/01,0,26.1,33.9,68.1,100,0,0.7
Adilabad,Bheempoor,2022/08/02,0,24.9,33.6,70.7,99.4,0,1
Adilabad,Bheempoor,2022/08/03,0,25.2,33.7,67.2,97.4,0,0.5
Adilabad,Bheempoor,2022/08/04,0,26.1,33,67.3,100,0,0.7
Adilabad,Bheempoor,2022/08/05,3.5,24.5,32.7,74.5,100,0,2
Adilabad,Bheempoor,2022/08/06,0,25.6,33.2,66.9,99,0,0.6
Adilabad,Bheempoor,2022/08/07,11.5,25.2,33.5,69.2,100,0,2.9
Adilabad,Bheempoor,2022/08/08,15,23.5,30.4,84.2,100,0,1.4
Adilabad,Bheempoor,2022/08/09,14.8,24,28,92.4,99.6,0,5.6
Adilabad,Bheempoor,2022/08/10,10.8,22.9,30.2,87.4,99.4,0,8.1
Adilabad,Bheempoor,2022/08/11,3.5,24.4,30.6,80.3,93.9,0,14.5
Adilabad,Bheempoor,2022/08/12,0,24.4,32.2,83.6,97.9,0,10.7
Adilabad,Bheempoor,2022/08/13,0,25.2,34.3,71,97.6,0,12.7
Adilabad,Bheempoor,2022/08/14,30.5,24.2,33.4,71.2,99.9,0,8.1
Adilabad,Bheempoor,2022/08/15,30.3,23,30.6,91,99.9,0,7.7
Adilabad,Bheempoor,2022/08/16,25,23.8,30.7,84.6,99.9,3.5,11.8
Adilabad,Bheempoor,2022/08/17,0,24.6,32.3,74.5,99.9,0,7.3
Adilabad,Bheempoor,2022/08/18,0,25.7,34.5,71.4,99.9,0,4.7
Adilabad,Bheempoor,2022/08/19,1.5,25.4,33.8,71.4,99.9,0,8
Adilabad,Bheempoor,2022/08/20,0,25.8,32.7,67.4,99.9,0,9.1
Adilabad,Bheempoor,2022/08/21,0,24.8,34.1,73.3,97.6,0,5.9
Adilabad,Bheempoor,2022/08/22,0,27.2,33.9,73.3,95,0,10.7
Adilabad,Bheempoor,2022/08/23,24.5,24,32.5,73,99.9,0,12
Adilabad,Bheempoor,2022/08/24,0,25.8,34.4,71.4,99.9,0,13.1
Adilabad,Bheempoor,2022/08/25,0,25.1,36.6,66.5,99.9,0,6.6
Adilabad,Bheempoor,2022/08/26,0,24.1,33.5,65,99.9,0,4.8
Adilabad,Bheempoor,2022/08/27,6,25.9,34.1,71.4,99.9,0,3.4
Adilabad,Bheempoor,2022/08/28,0,24.7,34.7,71.4,99.9,0,4.8
Adilabad,Bheempoor,2022/08/29,26.8,25.8,36.7,59.6,99.9,0,4.3
Adilabad,Bheempoor,2022/08/30,21.3,25.1,34.6,79.3,99.9,0,6.7
Adilabad,Bheempoor,2022/08/31,1.8,26.1,34,77.7,99.9,0,3.1
Adilabad,Bheempoor,2022/09/01,0,26.3,34.5,64.7,99.9,0,5.3
Adilabad,Bheempoor,2022/09/02,0,26,36.3,72.8,99.9,0,3.6
Adilabad,Bheempoor,2022/09/03,0,25.6,37.2,64,99.9,0,16.4
Adilabad,Bheempoor,2022/09/04,49,24.8,39,64,99.9,0,8.5
Adilabad,Bheempoor,2022/09/05,0.5,24.4,30.4,90.4,99.9,0,2
Adilabad,Bheempoor,2022/09/06,1.3,24.2,34.5,71.4,99.9,0,4.8
Adilabad,Bheempoor,2022/09/07,0,26.9,36.4,65.4,99.9,0,4
Adilabad,Bheempoor,2022/09/08,1,26.7,32.9,78.9,99.9,0,7.3
Adilabad,Bheempoor,2022/09/09,0.8,26.8,33.7,79.7,99.9,0,0.9
Adilabad,Bheempoor,2022/09/10,0,24.1,34.6,77.7,99.9,0,4
Adilabad,Bheempoor,2022/09/11,79.3,24.4,34.8,77.7,99.9,0,5.9
Adilabad,Bheempoor,2022/09/12,78.3,23.6,28.1,90.6,99.9,0,7.9
Adilabad,Bheempoor,2022/09/13,6.5,25.4,27.9,92.1,99.9,0,4.7
Adilabad,Bheempoor,2022/09/14,4.8,26,33.8,77.5,99.9,0,13.8
Adilabad,Bheempoor,2022/09/15,0,25.7,34.1,78,98.3,1.7,9.2
Adilabad,Bheempoor,2022/09/16,0,26,34.1,77.3,95.2,0,11.4
Adilabad,Bheempoor,2022/09/17,0.8,23.5,32.9,77.3,99.9,0,9.6
Adilabad,Bheempoor,2022/09/18,0,23.8,34.8,71.4,99.9,0,4.2
Adilabad,Bheempoor,2022/09/19,0,24.8,37.3,65.7,99.9,0,3.4
Adilabad,Bheempoor,2022/09/20,0,24.6,34.1,71.4,99.9,0,6.4
Adilabad,Bheempoor,2022/09/21,0,26.4,32.9,71.6,98.4,0,5.1
Adilabad,Bheempoor,2022/09/22,0,26.7,33,77.5,99.9,0,4.6
Adilabad,Bheempoor,2022/09/23,0,26.1,32.5,78.3,99.9,0,6.3
Adilabad,Bheempoor,2022/09/24,10.8,22.8,34.4,71,99.9,0,5.2
Adilabad,Bheempoor,2022/09/25,0,23.6,34.3,63.5,99.9,0,5.4
Adilabad,Bheempoor,2022/09/26,0,23.6,36.4,65.8,99.9,0,3.4
Adilabad,Bheempoor,2022/09/27,2.5,25,34,77.5,99.9,0,5.7
Adilabad,Bheempoor,2022/09/28,10.3,23.9,34.2,73,99.9,0,2.7
Adilabad,Bheempoor,2022/09/29,0.8,25,36.3,71.4,99.9,0,23
Adilabad,Bheempoor,2022/09/30,0,24.1,34.2,71.5,99.9,0,2.8
